flight_id,aircraft_id,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status,delay_minutes,fare_usd
F375,B737,GOI,PNQ,2025-10-06T11:53:00,2025-10-06T11:54:00,2025-10-06T14:03:00,2025-10-06T14:10:00,completed,7,138
F271,B737,BLR,HYD,2025-10-06T19:04:00,2025-10-06T19:10:00,2025-10-06T21:20:00,2025-10-06T21:52:00,completed,32,167
F788,B777,GOI,HYD,2025-10-06T15:55:00,,2025-10-06T18:43:00,,cancelled,,0
F193,A320,CCU,GOI,2025-10-05T18:14:00,2025-10-05T18:34:00,2025-10-05T20:28:00,2025-10-05T20:37:00,completed,9,156
F550,A321,GOI,PNQ,2025-10-05T16:38:00,2025-10-05T16:52:00,2025-10-05T18:50:00,2025-10-05T19:07:00,completed,17,144
F456,B777,CCU,BLR,2025-10-07T01:11:00,2025-10-07T01:28:00,2025-10-07T03:18:00,2025-10-07T03:48:00,completed,30,137
F104,A321,PNQ,CCU,2025-10-06T01:44:00,,2025-10-06T03:24:00,,cancelled,,0
F200,B777,GOI,BLR,2025-10-06T02:56:00,2025-10-06T03:00:00,2025-10-06T05:43:00,2025-10-06T05:46:00,completed,3,198
F771,A350,PNQ,BLR,2025-10-05T07:00:00,,2025-10-05T09:10:00,,cancelled,,0
F884,A320,CCU,PNQ,2025-10-06T14:29:00,2025-10-06T14:52:00,2025-10-06T17:00:00,2025-10-06T17:04:00,completed,4,190
F663,A350,PNQ,HYD,2025-10-07T03:31:00,,2025-10-07T05:59:00,,cancelled,,0
F936,A320,DEL,HYD,2025-10-05T12:38:00,2025-10-05T12:42:00,2025-10-05T15:37:00,2025-10-05T15:50:00,completed,13,214
F659,A320,CCU,MUM,2025-10-06T19:10:00,2025-10-06T19:18:00,2025-10-06T21:54:00,2025-10-06T22:08:00,completed,14,206
F805,A320,HYD,PNQ,2025-10-05T13:03:00,2025-10-05T13:16:00,2025-10-05T14:59:00,2025-10-05T15:25:00,completed,26,126
F198,A350,MUM,PNQ,2025-10-05T11:09:00,2025-10-05T11:21:00,2025-10-05T13:57:00,2025-10-05T14:26:00,completed,29,208
F653,A320,BLR,MUM,2025-10-06T06:18:00,2025-10-06T06:41:00,2025-10-06T07:58:00,2025-10-06T08:22:00,completed,24,135
F720,B787,DEL,HYD,2025-10-05T07:41:00,2025-10-05T07:58:00,2025-10-05T10:13:00,2025-10-05T10:31:00,completed,18,191
F326,A321,DEL,PNQ,2025-10-05T13:00:00,,2025-10-05T15:31:00,,cancelled,,0
F727,A320,DEL,BLR,2025-10-06T14:08:00,2025-10-06T14:26:00,2025-10-06T16:02:00,2025-10-06T16:26:00,completed,24,154
F357,B777,PNQ,MUM,2025-10-06T07:17:00,2025-10-06T07:29:00,2025-10-06T08:48:00,2025-10-06T08:53:00,completed,5,137
F790,B777,PNQ,GOI,2025-10-05T15:14:00,,2025-10-05T17:04:00,,cancelled,,0
F814,B777,MUM,HYD,2025-10-06T02:28:00,2025-10-06T02:41:00,2025-10-06T05:28:00,2025-10-06T05:33:00,completed,5,213
F141,A350,CCU,MUM,2025-10-07T00:37:00,2025-10-07T00:51:00,2025-10-07T03:01:00,2025-10-07T03:20:00,completed,19,162
F302,B737,GOI,CCU,2025-10-06T06:30:00,2025-10-06T06:45:00,2025-10-06T08:53:00,2025-10-06T09:27:00,completed,34,162
F191,A320,HYD,DEL,2025-10-05T21:36:00,2025-10-05T21:52:00,2025-10-06T00:01:00,2025-10-06T00:06:00,completed,5,176
F340,B777,DEL,MUM,2025-10-05T18:06:00,2025-10-05T18:17:00,2025-10-05T20:55:00,2025-10-05T21:12:00,completed,17,197
F289,A320,GOI,BLR,2025-10-05T05:21:00,,2025-10-05T08:01:00,,cancelled,,0
F672,B737,DEL,GOI,2025-10-06T00:07:00,2025-10-06T00:25:00,2025-10-06T02:27:00,2025-10-06T02:35:00,completed,8,149
F730,B787,HYD,MUM,2025-10-05T08:58:00,2025-10-05T08:59:00,2025-10-05T11:46:00,2025-10-05T11:50:00,completed,4,190
F521,B787,GOI,BLR,2025-10-07T03:51:00,2025-10-07T04:06:00,2025-10-07T06:29:00,2025-10-07T06:51:00,completed,22,194
F856,B737,CCU,PNQ,2025-10-06T03:37:00,2025-10-06T04:02:00,2025-10-06T06:00:00,2025-10-06T06:18:00,completed,18,167
F013,A350,DEL,MUM,2025-10-06T19:19:00,2025-10-06T19:37:00,2025-10-06T21:57:00,2025-10-06T22:24:00,completed,27,199
F852,B737,GOI,MUM,2025-10-05T12:43:00,2025-10-05T13:05:00,2025-10-05T15:27:00,2025-10-05T15:32:00,completed,5,177
F278,B787,DEL,BLR,2025-10-06T20:05:00,2025-10-06T20:05:00,2025-10-06T23:04:00,2025-10-06T23:32:00,completed,28,201
F826,B737,MUM,DEL,2025-10-06T10:06:00,2025-10-06T10:25:00,2025-10-06T12:26:00,2025-10-06T12:54:00,completed,28,185
F868,B737,HYD,PNQ,2025-10-06T02:33:00,2025-10-06T02:34:00,2025-10-06T05:10:00,2025-10-06T05:16:00,completed,6,195
F857,A321,MUM,PNQ,2025-10-06T21:47:00,2025-10-06T22:05:00,2025-10-06T23:55:00,2025-10-07T00:11:00,completed,16,138
F525,A350,BLR,GOI,2025-10-06T01:04:00,,2025-10-06T03:33:00,,cancelled,,0
F238,B787,GOI,HYD,2025-10-06T05:48:00,2025-10-06T06:09:00,2025-10-06T08:23:00,2025-10-06T08:33:00,completed,10,160
F188,B737,PNQ,GOI,2025-10-05T07:53:00,2025-10-05T07:55:00,2025-10-05T10:18:00,2025-10-05T10:38:00,completed,20,186
F388,B777,GOI,HYD,2025-10-06T08:55:00,2025-10-06T09:17:00,2025-10-06T11:52:00,2025-10-06T12:20:00,completed,28,210
F566,B787,GOI,HYD,2025-10-06T04:16:00,2025-10-06T04:23:00,2025-10-06T06:32:00,2025-10-06T07:01:00,completed,29,163
F160,A321,DEL,GOI,2025-10-05T19:00:00,2025-10-05T19:17:00,2025-10-05T20:38:00,2025-10-05T20:51:00,completed,13,145
F469,A321,DEL,PNQ,2025-10-06T10:49:00,,2025-10-06T13:40:00,,cancelled,,0
F457,A320,BLR,CCU,2025-10-05T14:22:00,2025-10-05T14:47:00,2025-10-05T16:45:00,2025-10-05T17:18:00,completed,33,164
F319,B777,GOI,BLR,2025-10-06T23:44:00,2025-10-06T23:59:00,2025-10-07T02:40:00,2025-10-07T02:43:00,completed,3,200
F569,B777,BLR,PNQ,2025-10-05T12:15:00,,2025-10-05T13:50:00,,cancelled,,0
F430,A321,BLR,MUM,2025-10-05T22:24:00,,2025-10-06T00:07:00,,cancelled,,0
F153,B777,BLR,GOI,2025-10-05T20:06:00,2025-10-05T20:20:00,2025-10-05T22:58:00,2025-10-05T23:17:00,completed,19,201
F381,A350,DEL,CCU,2025-10-05T12:46:00,2025-10-05T13:01:00,2025-10-05T14:49:00,2025-10-05T15:22:00,completed,33,171
F874,A320,MUM,GOI,2025-10-07T01:49:00,,2025-10-07T03:46:00,,cancelled,,0
F555,B777,HYD,MUM,2025-10-06T22:44:00,,2025-10-07T00:17:00,,cancelled,,0
F657,A321,GOI,DEL,2025-10-06T05:33:00,2025-10-06T05:38:00,2025-10-06T07:33:00,2025-10-06T07:38:00,completed,5,145
F933,A350,HYD,CCU,2025-10-06T15:13:00,2025-10-06T15:28:00,2025-10-06T17:50:00,2025-10-06T18:24:00,completed,34,195
F267,B777,MUM,DEL,2025-10-06T10:25:00,,2025-10-06T12:12:00,,cancelled,,0
F682,A320,GOI,BLR,2025-10-05T09:05:00,2025-10-05T09:20:00,2025-10-05T11:02:00,2025-10-05T11:08:00,completed,6,153
F464,B777,DEL,GOI,2025-10-05T17:51:00,2025-10-05T17:56:00,2025-10-05T20:24:00,2025-10-05T20:55:00,completed,31,160
F236,A350,HYD,GOI,2025-10-06T10:05:00,2025-10-06T10:16:00,2025-10-06T11:56:00,2025-10-06T12:24:00,completed,28,122
F974,A321,PNQ,GOI,2025-10-05T14:43:00,2025-10-05T14:47:00,2025-10-05T17:41:00,2025-10-05T17:54:00,completed,13,188
F470,B787,BLR,MUM,2025-10-06T19:21:00,,2025-10-06T22:19:00,,cancelled,,0
F685,A321,CCU,GOI,2025-10-07T01:21:00,2025-10-07T01:45:00,2025-10-07T04:14:00,2025-10-07T04:32:00,completed,18,198
F380,A321,BLR,PNQ,2025-10-05T09:16:00,2025-10-05T09:33:00,2025-10-05T11:59:00,2025-10-05T12:10:00,completed,11,190
F875,B787,MUM,PNQ,2025-10-05T13:11:00,,2025-10-05T14:52:00,,cancelled,,0
F665,A350,HYD,MUM,2025-10-06T16:15:00,2025-10-06T16:23:00,2025-10-06T18:53:00,2025-10-06T19:08:00,completed,15,180
F832,B777,CCU,BLR,2025-10-06T15:40:00,2025-10-06T16:02:00,2025-10-06T17:23:00,2025-10-06T17:29:00,completed,6,133
F908,B787,BLR,HYD,2025-10-05T19:18:00,2025-10-05T19:37:00,2025-10-05T21:43:00,2025-10-05T22:12:00,completed,29,152
F666,A320,HYD,PNQ,2025-10-06T04:20:00,2025-10-06T04:25:00,2025-10-06T05:59:00,2025-10-06T06:29:00,completed,30,129
F944,A321,MUM,DEL,2025-10-06T02:36:00,2025-10-06T02:44:00,2025-10-06T05:19:00,2025-10-06T05:42:00,completed,23,178
F819,A320,BLR,DEL,2025-10-07T03:54:00,,2025-10-07T06:40:00,,cancelled,,0
F427,B787,BLR,MUM,2025-10-06T06:23:00,2025-10-06T06:31:00,2025-10-06T08:09:00,2025-10-06T08:16:00,completed,7,116
F532,A321,HYD,DEL,2025-10-05T13:50:00,2025-10-05T14:03:00,2025-10-05T16:38:00,2025-10-05T17:03:00,completed,25,198
F743,B737,DEL,CCU,2025-10-07T04:04:00,2025-10-07T04:07:00,2025-10-07T07:03:00,2025-10-07T07:22:00,completed,19,183
F040,A350,DEL,PNQ,2025-10-06T02:26:00,2025-10-06T02:30:00,2025-10-06T04:26:00,2025-10-06T04:45:00,completed,19,157
F214,A350,GOI,CCU,2025-10-06T11:04:00,2025-10-06T11:28:00,2025-10-06T13:33:00,2025-10-06T13:57:00,completed,24,186
F634,B777,DEL,BLR,2025-10-05T16:21:00,,2025-10-05T18:24:00,,cancelled,,0
F489,B777,MUM,BLR,2025-10-07T04:32:00,2025-10-07T04:53:00,2025-10-07T07:27:00,2025-10-07T07:49:00,completed,22,212
F686,A350,GOI,CCU,2025-10-06T14:16:00,,2025-10-06T16:43:00,,cancelled,,0
F913,B777,HYD,BLR,2025-10-06T07:26:00,2025-10-06T07:49:00,2025-10-06T09:43:00,2025-10-06T09:55:00,completed,12,183
F966,B787,BLR,DEL,2025-10-06T00:47:00,2025-10-06T00:49:00,2025-10-06T02:54:00,2025-10-06T03:26:00,completed,32,146
F824,A350,DEL,PNQ,2025-10-06T00:20:00,2025-10-06T00:22:00,2025-10-06T03:03:00,2025-10-06T03:22:00,completed,19,206
F891,B737,MUM,GOI,2025-10-07T00:55:00,2025-10-07T01:20:00,2025-10-07T03:04:00,2025-10-07T03:32:00,completed,28,137
F813,A321,BLR,DEL,2025-10-06T04:09:00,2025-10-06T04:14:00,2025-10-06T06:27:00,2025-10-06T06:51:00,completed,24,155
F146,B787,MUM,HYD,2025-10-06T11:05:00,2025-10-06T11:28:00,2025-10-06T12:39:00,2025-10-06T12:47:00,completed,8,110
F531,B787,MUM,DEL,2025-10-06T11:51:00,2025-10-06T12:15:00,2025-10-06T13:56:00,2025-10-06T14:06:00,completed,10,168
F048,B787,HYD,GOI,2025-10-06T10:11:00,2025-10-06T10:13:00,2025-10-06T12:52:00,2025-10-06T13:01:00,completed,9,199
F179,A350,MUM,BLR,2025-10-05T14:46:00,2025-10-05T14:48:00,2025-10-05T17:28:00,2025-10-05T17:37:00,completed,9,206
F064,B737,HYD,PNQ,2025-10-05T19:35:00,2025-10-05T20:00:00,2025-10-05T22:10:00,2025-10-05T22:20:00,completed,10,164
F076,B777,HYD,CCU,2025-10-05T05:24:00,2025-10-05T05:36:00,2025-10-05T07:39:00,2025-10-05T08:05:00,completed,26,176
F570,B737,DEL,PNQ,2025-10-06T08:56:00,2025-10-06T09:02:00,2025-10-06T10:39:00,2025-10-06T10:51:00,completed,12,120
F339,A350,MUM,GOI,2025-10-07T04:38:00,2025-10-07T04:43:00,2025-10-07T07:34:00,2025-10-07T07:40:00,completed,6,184
F385,B737,CCU,BLR,2025-10-06T20:14:00,2025-10-06T20:29:00,2025-10-06T22:33:00,2025-10-06T23:07:00,completed,34,156
F249,B737,PNQ,HYD,2025-10-06T20:14:00,2025-10-06T20:24:00,2025-10-06T21:53:00,2025-10-06T21:57:00,completed,4,137
F288,B787,CCU,BLR,2025-10-07T00:33:00,2025-10-07T00:46:00,2025-10-07T02:32:00,2025-10-07T02:53:00,completed,21,157
F183,B737,HYD,MUM,2025-10-05T19:42:00,2025-10-05T19:55:00,2025-10-05T22:17:00,2025-10-05T22:24:00,completed,7,178
F227,B737,BLR,HYD,2025-10-05T06:06:00,2025-10-05T06:17:00,2025-10-05T08:21:00,2025-10-05T08:36:00,completed,15,182
F871,B787,GOI,CCU,2025-10-05T18:18:00,2025-10-05T18:40:00,2025-10-05T20:54:00,2025-10-05T21:05:00,completed,11,180
F930,B787,MUM,GOI,2025-10-05T18:58:00,,2025-10-05T20:45:00,,cancelled,,0
F853,B787,GOI,CCU,2025-10-06T00:04:00,2025-10-06T00:20:00,2025-10-06T02:33:00,2025-10-06T02:38:00,completed,5,169
F315,A321,MUM,DEL,2025-10-06T21:32:00,2025-10-06T21:53:00,2025-10-06T23:06:00,2025-10-06T23:09:00,completed,3,120
F337,B737,BLR,DEL,2025-10-06T23:10:00,2025-10-06T23:29:00,2025-10-07T02:01:00,2025-10-07T02:31:00,completed,30,205
F084,A320,CCU,BLR,2025-10-05T21:17:00,2025-10-05T21:20:00,2025-10-05T23:03:00,2025-10-05T23:16:00,completed,13,144
F330,A321,BLR,HYD,2025-10-06T09:15:00,2025-10-06T09:22:00,2025-10-06T10:50:00,2025-10-06T10:59:00,completed,9,106
F382,A350,CCU,HYD,2025-10-06T22:43:00,2025-10-06T22:54:00,2025-10-07T01:03:00,2025-10-07T01:25:00,completed,22,175
F838,A320,CCU,DEL,2025-10-07T03:47:00,2025-10-07T03:59:00,2025-10-07T06:33:00,2025-10-07T06:53:00,completed,20,200
F462,A321,CCU,HYD,2025-10-06T05:13:00,2025-10-06T05:31:00,2025-10-06T07:05:00,2025-10-06T07:25:00,completed,20,143
F477,A320,HYD,CCU,2025-10-06T09:38:00,,2025-10-06T11:29:00,,cancelled,,0
F737,A321,CCU,GOI,2025-10-05T19:36:00,2025-10-05T19:59:00,2025-10-05T21:54:00,2025-10-05T22:10:00,completed,16,167
F485,A350,PNQ,GOI,2025-10-06T23:40:00,2025-10-06T23:43:00,2025-10-07T02:26:00,2025-10-07T02:27:00,completed,1,182
F893,B787,PNQ,CCU,2025-10-05T15:10:00,2025-10-05T15:12:00,2025-10-05T17:54:00,2025-10-05T17:56:00,completed,2,177
F902,B787,PNQ,HYD,2025-10-07T04:15:00,2025-10-07T04:35:00,2025-10-07T06:01:00,2025-10-07T06:18:00,completed,17,148
F226,B777,CCU,GOI,2025-10-06T18:49:00,2025-10-06T19:04:00,2025-10-06T20:21:00,2025-10-06T20:23:00,completed,2,143
F839,B787,GOI,DEL,2025-10-05T11:10:00,2025-10-05T11:28:00,2025-10-05T13:07:00,2025-10-05T13:07:00,completed,0,134
F709,A320,PNQ,BLR,2025-10-05T08:49:00,2025-10-05T08:51:00,2025-10-05T10:53:00,2025-10-05T11:27:00,completed,34,162
F626,B777,PNQ,MUM,2025-10-06T07:29:00,,2025-10-06T09:59:00,,cancelled,,0
F162,A321,DEL,GOI,2025-10-05T22:06:00,2025-10-05T22:06:00,2025-10-05T23:58:00,2025-10-06T00:06:00,completed,8,121
F973,B737,CCU,GOI,2025-10-06T04:21:00,2025-10-06T04:21:00,2025-10-06T06:13:00,2025-10-06T06:20:00,completed,7,135
F579,B787,DEL,PNQ,2025-10-07T01:22:00,2025-10-07T01:44:00,2025-10-07T03:14:00,2025-10-07T03:34:00,completed,20,128
F328,B777,BLR,HYD,2025-10-06T06:59:00,2025-10-06T07:10:00,2025-10-06T09:28:00,2025-10-06T09:47:00,completed,19,170
F492,B777,CCU,GOI,2025-10-06T20:00:00,,2025-10-06T22:56:00,,cancelled,,0
F136,B737,MUM,PNQ,2025-10-05T11:51:00,2025-10-05T12:00:00,2025-10-05T14:17:00,2025-10-05T14:18:00,completed,1,153
F604,A350,MUM,CCU,2025-10-07T02:57:00,2025-10-07T03:17:00,2025-10-07T04:42:00,2025-10-07T04:46:00,completed,4,152
F490,B737,PNQ,CCU,2025-10-05T20:31:00,2025-10-05T20:43:00,2025-10-05T23:11:00,2025-10-05T23:44:00,completed,33,190
F404,A320,GOI,HYD,2025-10-05T06:06:00,,2025-10-05T07:51:00,,cancelled,,0
F408,A320,DEL,CCU,2025-10-05T10:19:00,2025-10-05T10:35:00,2025-10-05T12:05:00,2025-10-05T12:33:00,completed,28,115
F669,A321,PNQ,BLR,2025-10-06T23:13:00,2025-10-06T23:16:00,2025-10-07T01:28:00,2025-10-07T01:35:00,completed,7,146
F597,B787,BLR,CCU,2025-10-05T12:44:00,2025-10-05T13:07:00,2025-10-05T15:03:00,2025-10-05T15:21:00,completed,18,146
F256,A320,PNQ,DEL,2025-10-05T10:32:00,,2025-10-05T12:07:00,,cancelled,,0
F602,B737,GOI,MUM,2025-10-05T07:35:00,2025-10-05T07:40:00,2025-10-05T09:16:00,2025-10-05T09:32:00,completed,16,146
F735,B777,HYD,MUM,2025-10-06T02:30:00,,2025-10-06T05:10:00,,cancelled,,0
F904,B777,MUM,PNQ,2025-10-06T01:33:00,2025-10-06T01:50:00,2025-10-06T03:47:00,2025-10-06T04:02:00,completed,15,153
F060,A350,HYD,DEL,2025-10-07T02:20:00,2025-10-07T02:41:00,2025-10-07T04:32:00,2025-10-07T04:39:00,completed,7,158
F342,B787,PNQ,DEL,2025-10-07T01:37:00,2025-10-07T01:39:00,2025-10-07T04:30:00,2025-10-07T04:55:00,completed,25,200
F073,A350,BLR,GOI,2025-10-05T10:30:00,2025-10-05T10:42:00,2025-10-05T12:17:00,2025-10-05T12:26:00,completed,9,129
F222,B777,HYD,DEL,2025-10-06T00:40:00,2025-10-06T00:41:00,2025-10-06T02:40:00,2025-10-06T02:55:00,completed,15,154
F956,A350,DEL,PNQ,2025-10-06T09:56:00,2025-10-06T10:14:00,2025-10-06T12:19:00,2025-10-06T12:24:00,completed,5,158
F163,A350,PNQ,BLR,2025-10-06T21:11:00,2025-10-06T21:19:00,2025-10-06T23:22:00,2025-10-06T23:25:00,completed,3,146
F523,B787,BLR,PNQ,2025-10-06T19:09:00,,2025-10-06T21:02:00,,cancelled,,0
F402,B777,HYD,BLR,2025-10-06T10:19:00,2025-10-06T10:29:00,2025-10-06T12:16:00,2025-10-06T12:34:00,completed,18,146
F240,A350,HYD,GOI,2025-10-05T07:12:00,2025-10-05T07:26:00,2025-10-05T09:59:00,2025-10-05T10:22:00,completed,23,193
F751,B777,GOI,CCU,2025-10-05T21:48:00,2025-10-05T22:12:00,2025-10-05T23:49:00,2025-10-06T00:16:00,completed,27,149
F670,B787,GOI,HYD,2025-10-06T22:54:00,2025-10-06T23:11:00,2025-10-07T00:24:00,2025-10-07T00:26:00,completed,2,131
F589,A350,HYD,BLR,2025-10-07T03:36:00,2025-10-07T03:41:00,2025-10-07T05:15:00,2025-10-07T05:47:00,completed,32,116
F835,B737,PNQ,HYD,2025-10-06T19:43:00,2025-10-06T19:50:00,2025-10-06T21:56:00,2025-10-06T22:07:00,completed,11,144
F912,B737,DEL,BLR,2025-10-06T13:09:00,2025-10-06T13:22:00,2025-10-06T15:53:00,2025-10-06T16:02:00,completed,9,181
F092,A321,PNQ,DEL,2025-10-06T00:02:00,2025-10-06T00:16:00,2025-10-06T02:29:00,2025-10-06T02:53:00,completed,24,173
F957,A321,BLR,CCU,2025-10-06T16:51:00,2025-10-06T17:09:00,2025-10-06T19:03:00,2025-10-06T19:27:00,completed,24,144
F840,B787,DEL,CCU,2025-10-06T17:16:00,2025-10-06T17:34:00,2025-10-06T19:23:00,2025-10-06T19:51:00,completed,28,146
F287,B787,BLR,MUM,2025-10-05T12:27:00,2025-10-05T12:34:00,2025-10-05T15:15:00,2025-10-05T15:30:00,completed,15,174
F518,A350,GOI,PNQ,2025-10-07T01:28:00,2025-10-07T01:44:00,2025-10-07T03:36:00,2025-10-07T03:51:00,completed,15,138
F376,A350,GOI,DEL,2025-10-07T03:13:00,,2025-10-07T05:04:00,,cancelled,,0
F359,A350,HYD,BLR,2025-10-05T09:19:00,2025-10-05T09:32:00,2025-10-05T11:10:00,2025-10-05T11:29:00,completed,19,150
F203,A350,GOI,CCU,2025-10-05T08:34:00,2025-10-05T08:36:00,2025-10-05T11:24:00,2025-10-05T11:45:00,completed,21,179
F646,B787,DEL,PNQ,2025-10-06T02:33:00,2025-10-06T02:37:00,2025-10-06T04:55:00,2025-10-06T05:22:00,completed,27,185
F967,B787,DEL,BLR,2025-10-06T21:52:00,2025-10-06T22:02:00,2025-10-06T23:43:00,2025-10-07T00:02:00,completed,19,137
F625,A320,DEL,CCU,2025-10-05T20:49:00,2025-10-05T20:56:00,2025-10-05T22:27:00,2025-10-05T22:29:00,completed,2,121
F259,B737,MUM,PNQ,2025-10-05T09:05:00,2025-10-05T09:20:00,2025-10-05T10:55:00,2025-10-05T11:24:00,completed,29,132
F130,A350,GOI,HYD,2025-10-06T07:01:00,,2025-10-06T09:20:00,,cancelled,,0
F003,A320,CCU,BLR,2025-10-07T01:21:00,2025-10-07T01:28:00,2025-10-07T04:20:00,2025-10-07T04:48:00,completed,28,218
F024,B777,PNQ,GOI,2025-10-07T04:05:00,2025-10-07T04:17:00,2025-10-07T06:00:00,2025-10-07T06:23:00,completed,23,152
F715,B737,BLR,DEL,2025-10-05T16:25:00,2025-10-05T16:37:00,2025-10-05T18:30:00,2025-10-05T18:45:00,completed,15,132
F344,B737,GOI,MUM,2025-10-06T19:37:00,,2025-10-06T21:19:00,,cancelled,,0
F900,B737,DEL,GOI,2025-10-05T07:46:00,2025-10-05T08:06:00,2025-10-05T09:33:00,2025-10-05T09:57:00,completed,24,126
F825,A350,CCU,HYD,2025-10-05T08:27:00,2025-10-05T08:48:00,2025-10-05T10:13:00,2025-10-05T10:16:00,completed,3,121
F537,B737,BLR,MUM,2025-10-05T16:15:00,2025-10-05T16:22:00,2025-10-05T18:36:00,2025-10-05T18:44:00,completed,8,160
F833,B777,GOI,DEL,2025-10-06T01:37:00,2025-10-06T01:55:00,2025-10-06T04:15:00,2025-10-06T04:41:00,completed,26,177
F717,A321,HYD,DEL,2025-10-07T03:49:00,2025-10-07T04:13:00,2025-10-07T06:38:00,2025-10-07T06:41:00,completed,3,175
F027,A350,MUM,GOI,2025-10-05T21:14:00,2025-10-05T21:20:00,2025-10-05T23:19:00,2025-10-05T23:53:00,completed,34,140
F953,A321,HYD,MUM,2025-10-06T22:10:00,2025-10-06T22:11:00,2025-10-07T00:57:00,2025-10-07T01:20:00,completed,23,195
F452,B777,BLR,DEL,2025-10-05T06:29:00,2025-10-05T06:49:00,2025-10-05T08:07:00,2025-10-05T08:35:00,completed,28,116
F963,B777,GOI,MUM,2025-10-06T20:40:00,2025-10-06T20:48:00,2025-10-06T23:11:00,2025-10-06T23:41:00,completed,30,163
F619,A321,BLR,PNQ,2025-10-06T23:46:00,2025-10-06T23:46:00,2025-10-07T01:25:00,2025-10-07T01:57:00,completed,32,149
F947,A321,HYD,MUM,2025-10-05T15:39:00,,2025-10-05T17:09:00,,cancelled,,0
F736,A350,PNQ,MUM,2025-10-06T09:08:00,2025-10-06T09:31:00,2025-10-06T11:59:00,2025-10-06T12:19:00,completed,20,212
F217,B737,CCU,BLR,2025-10-06T10:51:00,,2025-10-06T12:32:00,,cancelled,,0
F363,A350,DEL,CCU,2025-10-06T02:47:00,2025-10-06T03:07:00,2025-10-06T04:54:00,2025-10-06T05:25:00,completed,31,170
F628,B777,CCU,GOI,2025-10-05T16:52:00,2025-10-05T17:03:00,2025-10-05T19:10:00,2025-10-05T19:14:00,completed,4,177
F958,A320,HYD,PNQ,2025-10-05T23:39:00,2025-10-05T23:53:00,2025-10-06T02:02:00,2025-10-06T02:10:00,completed,8,161
F109,A320,DEL,HYD,2025-10-06T00:18:00,,2025-10-06T03:17:00,,cancelled,,0
F746,A350,CCU,DEL,2025-10-06T02:47:00,2025-10-06T02:57:00,2025-10-06T05:26:00,2025-10-06T05:58:00,completed,32,177
F921,A320,CCU,DEL,2025-10-07T04:19:00,,2025-10-07T06:41:00,,cancelled,,0
F355,B737,BLR,HYD,2025-10-05T11:58:00,2025-10-05T12:11:00,2025-10-05T13:44:00,2025-10-05T14:12:00,completed,28,150
F166,A320,GOI,PNQ,2025-10-06T16:35:00,2025-10-06T16:35:00,2025-10-06T18:43:00,2025-10-06T18:46:00,completed,3,165
F475,A320,PNQ,GOI,2025-10-07T02:44:00,2025-10-07T02:54:00,2025-10-07T05:35:00,2025-10-07T06:03:00,completed,28,174
F761,A320,MUM,HYD,2025-10-07T01:19:00,2025-10-07T01:31:00,2025-10-07T03:38:00,2025-10-07T04:10:00,completed,32,151
F006,B787,HYD,GOI,2025-10-05T13:31:00,2025-10-05T13:40:00,2025-10-05T15:49:00,2025-10-05T16:12:00,completed,23,180
F514,B737,HYD,MUM,2025-10-06T12:20:00,2025-10-06T12:29:00,2025-10-06T14:22:00,2025-10-06T14:55:00,completed,33,169
F235,B737,CCU,BLR,2025-10-06T18:14:00,2025-10-06T18:16:00,2025-10-06T20:21:00,2025-10-06T20:41:00,completed,20,152
F573,A320,CCU,PNQ,2025-10-05T08:18:00,,2025-10-05T10:58:00,,cancelled,,0
F351,A320,GOI,MUM,2025-10-06T11:45:00,2025-10-06T12:02:00,2025-10-06T14:17:00,2025-10-06T14:41:00,completed,24,184
F299,A350,BLR,GOI,2025-10-06T20:06:00,2025-10-06T20:17:00,2025-10-06T21:37:00,2025-10-06T21:52:00,completed,15,105
F190,A321,PNQ,CCU,2025-10-06T12:24:00,,2025-10-06T15:22:00,,cancelled,,0
F493,A321,MUM,CCU,2025-10-05T16:48:00,,2025-10-05T18:39:00,,cancelled,,0
F231,A350,BLR,GOI,2025-10-06T08:11:00,2025-10-06T08:12:00,2025-10-06T10:50:00,2025-10-06T11:02:00,completed,12,181
F688,A321,GOI,MUM,2025-10-06T09:47:00,2025-10-06T09:59:00,2025-10-06T12:37:00,2025-10-06T12:41:00,completed,4,178
F121,B737,GOI,HYD,2025-10-05T08:31:00,2025-10-05T08:35:00,2025-10-05T10:27:00,2025-10-05T10:45:00,completed,18,152
F680,B787,DEL,CCU,2025-10-05T05:39:00,2025-10-05T05:43:00,2025-10-05T07:31:00,2025-10-05T08:04:00,completed,33,155
F611,A321,DEL,MUM,2025-10-06T23:06:00,2025-10-06T23:11:00,2025-10-07T01:08:00,2025-10-07T01:11:00,completed,3,165
F015,A321,GOI,BLR,2025-10-07T03:27:00,2025-10-07T03:39:00,2025-10-07T05:51:00,2025-10-07T06:15:00,completed,24,188
F075,B737,PNQ,CCU,2025-10-07T04:28:00,,2025-10-07T06:00:00,,cancelled,,0
F210,A321,MUM,HYD,2025-10-05T11:54:00,2025-10-05T12:17:00,2025-10-05T14:28:00,2025-10-05T15:01:00,completed,33,161
F590,B737,MUM,CCU,2025-10-06T00:03:00,2025-10-06T00:08:00,2025-10-06T02:44:00,2025-10-06T03:00:00,completed,16,165
F687,B737,CCU,MUM,2025-10-06T12:39:00,,2025-10-06T15:29:00,,cancelled,,0
